,from,to,sign,weight
10848,TAOK2,MAP2K6,1,0.968
10849,TAOK3,STK4,1,0.23
10850,TARBP2,DICER1,1,0.999
10851,TARDBP,HDAC6,-1,0.588
10852,TASP1,GTF2A1,1,0.369
10853,TAX1BP1,TNFAIP3,1,0.96
10854,TBC1D15,GABARAP,1,0.262
10855,TBC1D7,TSC1,1,0.959
10856,TBK1,AKT1,1,0.516
10857,TBK1,IKBKB,1,0.481
10858,TBK1,IRF3,1,0.994
10859,TBK1,IRF5,1,0.778
10860,TBK1,IRF7,1,0.99
10861,TBK1,NFKB1,1,0.58
10862,TBK1,OPTN,1,0.925
10863,TBK1,RELA,1,0.621
10864,TBK1,SQSTM1,1,0.706
10865,TBK1,STAT6,1,0.96
10866,TBK1,REL,1,0.939
10867,TBK1,AZI2,1,0.975
10868,TBK1,CALCOCO2,1,0.709
10869,TBL1X,CTNNB1,-1,0.965
10870,TBL1XR1,AR,1,0.236
10871,TBL1XR1,BCL3,-1,0.525
10872,TBP,NR3C1,1,0.622
10873,TBX2,MYOD1,-1,0.264
10874,TBX2,MYOG,-1,0.182
10875,TBXA2R,GNA12,-1,0.937
10876,TBXA2R,GNAQ,1,0.965
10877,TCAP,MSTN,-1,0.677
10878,TCEA1,UBR5,1,0.579
10879,TCF3,MYOD1,1,0.991
10880,TCF4,AR,-1,0.447
10881,TCF7L2,JUN,1,0.922
10882,TCL1A,AKT1,1,0.961
10883,TCL1A,AKT2,1,0.866
10884,TCL1A,AKT3,1,0.871
10885,TCL1B,AKT1,1,0.934
10886,TCL1B,AKT2,1,0.926
10887,TDG,AR,1,0.406
10888,TDG,CREBBP,1,0.578
10889,TDG,ESR1,1,0.406
10890,TDG,NR3C1,1,0.387
10891,TDG,PGR,1,0.356
10892,TDGF1,NODAL,1,0.973
10893,TEC,BMX,1,0.385
10894,TEC,BTK,1,0.931
10895,TEC,DOK1,1,0.937
10896,TEC,PLCG1,1,0.942
10897,TEC,VAV1,1,0.947
10898,TEK,FYN,1,0.904
10899,TEK,GRAP,1,0.205
10900,TEK,GRB7,1,0.937
10901,TEK,SHC1,1,0.95
10902,TEK,STAT5A,1,0.971
10903,TEK,TNIP2,1,0.966
10904,TELO2,ATM,1,0.796
10905,TELO2,MTOR,1,0.975
10906,TERF1,BLM,-1,0.623
10907,TERF2,ATM,-1,0.977
10908,TERF2,BLM,1,0.966
10909,TERF2,CHEK2,-1,0.311
10910,TERF2,TERF2IP,-1,0.999
10911,TESK1,CFL2,-1,0.229
10912,TESK2,CHEK1,1,0.193
10913,TESK2,PRKACA,1,0.195
10914,TESK2,RPS6KA2,1,0.157
10915,TESK2,TRIM24,1,0.166
10916,TESK2,CFL2,-1,0.229
10917,TESK2,DSTN,-1,0.467
10918,TET2,OGT,1,0.415
10919,TF,IGFBP3,-1,0.761
10920,TF,TFRC,1,0.999
10921,TFAP4,HDAC1,1,0.15
10922,TFAP4,SP1,1,0.464
10923,TFDP1,E2F2,1,0.998
10924,TFDP1,RB1,1,0.997
10925,TFDP1,RBL1,-1,0.998
10926,TFDP2,E2F1,-1,0.997
10927,TFDP2,E2F2,1,0.997
10928,TFDP2,RB1,1,0.997
10929,TFDP2,RBL1,1,0.997
10930,TFPI,F10,-1,0.982
10931,TFPI,VLDLR,1,0.171
10932,TFRC,TF,-1,0.999
10933,TGFA,EGFR,1,0.994
10934,TGFA,ERBB2,1,0.962
10935,TGFB1I1,AR,1,0.795
10936,TGFB2,CTGF,1,0.673
10937,TGFB2,TGFB3,-1,0.933
10938,TGFB2,TGFBR1,1,0.981
10939,TGFB2,TGFBR2,1,0.982
10940,TGFB2,TGFBR3,1,0.813
10941,TGFB3,TGFB2,-1,0.933
10942,TGFB3,TGFBR2,1,0.981
10943,TGFBR1,AXIN1,1,0.917
10944,TGFBR1,CD44,1,0.548
10945,TGFBR1,CDC42,1,0.387
10946,TGFBR1,EEF1A1,-1,0.463
10947,TGFBR1,FKBP1A,-1,0.981
10948,TGFBR1,FNTA,1,0.385
10949,TGFBR1,MAP3K7,1,0.942
10950,TGFBR1,PARD6A,1,0.942
10951,TGFBR1,PIK3CG,1,0.48
10952,TGFBR1,PIK3R2,1,0.4
10953,TGFBR1,PPP2R2A,1,0.935
10954,TGFBR1,RAC1,1,0.159
10955,TGFBR1,RHOA,1,0.942
10956,TGFBR1,SHC1,1,0.927
10957,TGFBR1,SMAD1,1,0.967
10958,TGFBR1,SMAD4,1,0.99
10959,TGFBR1,SMAD6,1,0.984
10960,TGFBR1,SMAD7,-1,0.994
10961,TGFBR1,STRAP,-1,0.936
10962,TGFBR1,TAB1,1,0.92
10963,TGFBR1,TGFB2,-1,0.981
10964,TGFBR1,TGFB3,-1,0.982
10965,TGFBR1,TRAF6,1,0.495
10966,TGFBR1,ZFYVE9,1,0.97
10967,TGFBR1,ACVRL1,1,0.941
10968,TGFBR1,SPTBN1,1,0.934
10969,TGFBR1,TGFBR3,-1,0.961
10970,TGFBR1,ENG,1,0.916
10971,TGFBR2,CBL,1,0.934
10972,TGFBR2,CDC25A,1,0.173
10973,TGFBR2,DAXX,1,0.858
10974,TGFBR2,EIF3I,1,0.395
10975,TGFBR2,MAP3K7,1,0.933
10976,TGFBR2,PARD6A,1,0.921
10977,TGFBR2,PIK3R2,1,0.615
10978,TGFBR2,PPP2CB,1,0.83
10979,TGFBR2,SHC1,1,0.947
10980,TGFBR2,SMAD2,1,0.972
10981,TGFBR2,SMAD3,1,0.974
10982,TGFBR2,SMAD4,1,0.976
10983,TGFBR2,SMAD7,1,0.969
10984,TGFBR2,STRAP,-1,0.934
10985,TGFBR2,TGFB2,-1,0.982
10986,TGFBR2,TGFB3,-1,0.981
10987,TGFBR2,TGFBR1,1,0.982
10988,TGFBR2,TRAF6,1,0.4
10989,TGFBR2,XPO1,1,0.902
10990,TGFBR2,ZFYVE9,1,0.939
10991,TGFBR2,TGFBR3,1,0.969
10992,TGFBR2,ENG,1,0.846
10993,TGIF1,SMAD2,-1,0.956
10994,TGIF1,WWP1,1,0.377
10995,TGM2,RB1,1,0.486
10996,TGM2,PLCD1,1,0.939
10997,THAP12,DNAJC3,-1,0.773
10998,THAP12,STK4,1,0.824
10999,THBD,PROC,1,0.971
11000,THBD,SERPINA5,1,0.63
11001,THBS1,CD36,1,0.976
11002,THBS1,CD47,1,0.987
11003,THBS1,ELANE,-1,0.503
11004,THBS1,FN1,-1,0.958
11005,THBS1,MMP2,-1,0.931
11006,THBS1,NGF,1,0.236
11007,THBS1,PLG,1,0.98
11008,THBS2,CD47,1,0.892
11009,THEM4,AKT1,-1,0.947
11010,THPO,MPL,1,0.994
11011,THRA,RXRA,1,0.971
11012,THRA,RXRB,1,0.967
11013,THRAP3,SFPQ,-1,0.524
11014,THRB,RXRA,1,0.995
11015,THRB,RXRB,1,0.958
11016,TIAL1,GADD45A,-1,0.517
11017,TIAM1,AKT1,1,0.633
11018,TIAM1,RAC1,1,0.975
11019,TICAM1,IKBKB,1,0.918
11020,TICAM1,IRF3,1,0.995
11021,TICAM1,RIPK1,1,0.958
11022,TICAM1,RIPK3,1,0.96
11023,TICAM1,TBK1,1,0.987
11024,TICAM1,TRAF1,1,0.514
11025,TICAM1,TRAF3,1,0.998
11026,TICAM1,TRAF6,1,0.998
11027,TIMELESS,ATM,1,0.942
11028,TIMELESS,ATR,1,0.967
11029,TIMELESS,TIPIN,1,0.999
11030,TIMP1,MMP1,-1,0.995
11031,TIMP1,MMP2,-1,0.985
11032,TIMP1,MMP9,-1,0.998
11033,TIMP2,MMP2,-1,0.999
11034,TIMP3,ADAMTS4,-1,0.462
11035,TIMP3,MMP2,-1,0.987
11036,TIMP3,MMP9,-1,0.974
11037,TIPIN,RPA1,1,0.97
11038,TIPIN,TIMELESS,1,0.999
11039,TIPIN,MCM4,1,0.766
11040,TIPRL,PPP2CA,-1,0.939
11041,TIRAP,MYD88,1,0.956
11042,TIRAP,TRAF6,1,0.979
11043,TJP2,WWTR1,-1,0.926
11044,TJP2,YAP1,-1,0.958
11045,TKFC,IFIH1,-1,0.967
11046,TLE1,LEF1,1,0.984
11047,TLE1,RUNX1,-1,0.675
11048,TLE2,LEF1,-1,0.983
11049,TLE4,PAX2,-1,0.567
11050,TLK1,RAD9A,1,0.552
11051,TLN1,ITGB1,1,0.993
11052,TLN1,PTK2,1,0.955
11053,TLN1,ITGA2B,1,0.96
11054,TLR1,TLR4,-1,0.678
11055,TLR10,MYD88,1,0.936
11056,TLR2,MYD88,1,0.979
11057,TLR2,RAC1,1,0.901
11058,TLR2,TIRAP,1,0.991
11059,TLR2,TOLLIP,1,0.968
11060,TLR3,MAP3K7,1,0.984
11061,TLR3,TAB3,1,0.935
11062,TLR3,TICAM1,1,0.99
11063,TLR3,TRAF6,1,0.993
11064,TLR4,MYD88,1,0.998
11065,TLR4,TICAM1,1,0.998
11066,TLR4,TIRAP,1,0.993
11067,TLR4,TRAF6,1,0.999
11068,TLR4,DEFB4A,1,0.748
11069,TLR4,DEFB4B,1,0.432
11070,TLR7,MYD88,1,0.994
11071,TLR8,MYD88,1,0.993
11072,TLR8,TLR7,-1,0.932
11073,TLR9,MYD88,1,0.991
11074,TLX1,PPP2CA,-1,0.399
11075,TLX1,PPP2CB,-1,0.33
11076,TLX1,RB1,-1,0.19
11077,TLX1,ALDH1A1,1,0.49
11078,TMED10,PSEN1,1,0.95
11079,TMEM173,IRF3,1,0.994
11080,TMEM173,TBK1,1,0.988
11081,TMSB4X,ILK,1,0.883
11082,TNC,EGFR,1,0.813
11083,TNC,FN1,-1,0.547
11084,TNC,ITGA5,1,0.91
11085,TNC,ITGA9,1,0.925
11086,TNF,ADAM17,1,0.971
11087,TNF,AKT1,1,0.911
11088,TNF,AKT2,1,0.355
11089,TNF,CHUK,1,0.974
11090,TNF,IFNG,-1,0.977
11091,TNF,IKBKB,1,0.992
11092,TNF,MAPK3,1,0.78
11093,TNF,NFE2L2,1,0.4
11094,TNF,PIK3CA,1,0.832
11095,TNF,PIK3CG,1,0.717
11096,TNF,PSIP1,1,0.161
11097,TNF,TNFAIP3,1,0.966
11098,TNF,TNFRSF1A,1,0.998
11099,TNF,TNFRSF1B,1,0.999
11100,TNF,TNFRSF21,1,0.342
11101,TNF,TRADD,-1,0.992
11102,TNF,PIK3CB,1,0.716
11103,TNFAIP3,BECN1,-1,0.285
11104,TNFAIP3,IKBKB,-1,0.952
11105,TNFAIP3,RIPK1,-1,0.954
11106,TNFAIP3,TBK1,-1,0.942
11107,TNFAIP3,TICAM1,-1,0.431
11108,TNFAIP3,TNF,1,0.966
11109,TNFAIP3,TNFRSF1A,1,0.956
11110,TNFAIP3,TRAF2,-1,0.947
11111,TNFAIP3,TRAF6,-1,0.961
11112,TNFRSF10A,CASP8,1,0.995
11113,TNFRSF10A,FADD,1,0.988
11114,TNFRSF10A,RIPK1,1,0.952
11115,TNFRSF10A,TNFRSF10B,1,0.944
11116,TNFRSF10A,TRADD,1,0.968
11117,TNFRSF10B,CASP10,1,0.978
11118,TNFRSF10B,CASP8,1,0.991
11119,TNFRSF10B,FADD,1,0.992
11120,TNFRSF10B,RIPK1,1,0.951
11121,TNFRSF10B,TNFSF10,1,0.999
11122,TNFRSF10B,TRADD,1,0.979
11123,TNFRSF10C,TNFSF10,-1,0.987
11124,TNFRSF11A,TRAF2,1,0.934
11125,TNFRSF11A,TRAF6,1,0.959
11126,TNFRSF11B,TNFSF11,-1,0.999
11127,TNFRSF13B,TNFSF13B,-1,0.993
11128,TNFRSF13C,TRAF3,-1,0.98
11129,TNFRSF14,BTLA,1,0.998
11130,TNFRSF1A,CASP8,1,0.987
11131,TNFRSF1A,CHUK,1,0.966
11132,TNFRSF1A,DAXX,1,0.903
11133,TNFRSF1A,FADD,1,0.993
11134,TNFRSF1A,IKBKB,1,0.98
11135,TNFRSF1A,MAP3K7,1,0.948
11136,TNFRSF1A,TNF,-1,0.998
11137,TNFRSF1A,TNFAIP3,1,0.956
11138,TNFRSF1A,TRADD,1,0.994
11139,TNFRSF1A,TRAF2,1,0.994
11140,TNFRSF1A,NFKBIA,-1,0.951
11141,TNFRSF1A,NSMAF,1,0.956
11142,TNFRSF1B,BIRC2,1,0.943
11143,TNFRSF1B,CHUK,1,0.486
11144,TNFRSF1B,LTA,1,0.964
11145,TNFRSF1B,TNF,1,0.999
11146,TNFRSF1B,TRAF1,1,0.984
11147,TNFRSF1B,TRAF2,1,0.975
11148,TNFRSF21,TRADD,1,0.75
11149,TNFRSF25,TRADD,1,0.965
11150,TNFRSF6B,FASLG,-1,0.992
11151,TNFRSF6B,TNFSF15,-1,0.996
11152,TNFSF10,CASP8,1,0.995
11153,TNFSF10,TNFRSF10A,1,0.998
11154,TNFSF10,TNFRSF10B,1,0.999
11155,TNFSF10,TNFRSF11B,1,0.972
11156,TNFSF11,NFKB1,1,0.821
11157,TNFSF11,TNFRSF11A,1,0.996
11158,TNFSF11,TNFRSF11B,1,0.999
11159,TNFSF11,TRAF6,1,0.978
11160,TNFSF13,TNFRSF13B,1,0.979
11161,TNFSF13,TNFRSF17,1,0.976
11162,TNFSF13B,TNFRSF13B,1,0.993
11163,TNFSF13B,TNFRSF13C,1,0.998
11164,TNFSF13B,TNFRSF17,1,0.997
11165,TNFSF14,LTBR,1,0.981
11166,TNFSF14,TNFRSF14,1,0.993
11167,TNFSF14,TNFRSF6B,1,0.99
11168,TNFSF15,TNFRSF25,1,0.98
11169,TNFSF15,TNFRSF6B,1,0.996
11170,TNIK,GSN,1,0.748
11171,TNIK,TCF7L2,1,0.938
11172,TNIP1,NFKB1,-1,0.499
11173,TNIP2,NFKB1,-1,0.952
11174,TNIP2,RELA,-1,0.926
11175,TNK2,AR,1,0.727
11176,TNK2,BCAR1,1,0.975
11177,TNK2,CTTN,1,0.426
11178,TNK2,MCF2,1,0.729
11179,TNK2,SNX9,1,0.736
11180,TNKS,AXIN1,-1,0.979
11181,TNKS,PTEN,1,0.456
11182,TNKS2,AXIN1,-1,0.962
11183,TNNI1,PKD2L1,-1,0.382
11184,TNNI3,PKD2L1,-1,0.382
11185,TOLLIP,TRAF6,1,0.966
11186,TOP1,LIG3,-1,0.392
11187,TOPBP1,ATR,1,0.995
11188,TOPBP1,ATRIP,1,0.992
11189,TOPBP1,E2F1,-1,0.965
11190,TOPBP1,POLA1,1,0.609
11191,TOPBP1,RAD9A,1,0.996
11192,TOPBP1,CDC45,1,0.953
11193,TOPORS,NKX3-1,-1,0.36
11194,TOPORS,SUMO1,1,0.503
11195,TP53,APAF1,1,0.984
11196,TP53,AR,-1,0.89
11197,TP53,ARID3A,1,0.972
11198,TP53,ATF3,1,0.981
11199,TP53,ATM,1,0.997
11200,TP53,BAK1,1,0.993
11201,TP53,BARD1,1,0.964
11202,TP53,BAX,1,0.997
11203,TP53,BCL2,-1,0.998
11204,TP53,BCL2L1,-1,0.989
11205,TP53,BCL6,1,0.988
11206,TP53,BHLHE40,1,0.724
11207,TP53,BID,1,0.927
11208,TP53,BIRC3,-1,0.576
11209,TP53,BNIP3L,1,0.962
11210,TP53,BTG2,1,0.968
11211,TP53,CASP1,1,0.977
11212,TP53,CASP10,1,0.95
11213,TP53,CASP6,1,0.969
11214,TP53,CCNG1,1,0.984
11215,TP53,CDC20,-1,0.736
11216,TP53,CDC25C,-1,0.988
11217,TP53,CDK1,1,0.928
11218,TP53,CDKN2C,1,0.583
11219,TP53,CFLAR,1,0.866
11220,TP53,COL18A1,1,0.947
11221,TP53,COP1,1,0.944
11222,TP53,CSNK2B,-1,0.943
11223,TP53,CX3CL1,1,0.921
11224,TP53,CYCS,1,0.826
11225,TP53,DAPK1,1,0.69
11226,TP53,DDB2,1,0.969
11227,TP53,DDR1,1,0.222
11228,TP53,DKK1,1,0.931
11229,TP53,DUSP1,1,0.965
11230,TP53,DUSP5,1,0.935
11231,TP53,E2F1,-1,0.834
11232,TP53,EDN2,1,0.916
11233,TP53,EEF1A1,1,0.345
11234,TP53,EGFR,1,0.996
11235,TP53,EIF2AK2,1,0.951
11236,TP53,EPHA2,1,0.968
11237,TP53,ERCC2,-1,0.837
11238,TP53,ESR1,1,0.93
11239,TP53,ETS1,-1,0.809
11240,TP53,FANCC,1,0.931
11241,TP53,FAS,1,0.986
11242,TP53,FASLG,1,0.717
11243,TP53,FBXW7,1,0.717
11244,TP53,GADD45A,1,0.989
11245,TP53,GDF15,1,0.972
11246,TP53,HGF,1,0.961
11247,TP53,HIC1,1,0.973
11248,TP53,HIF1A,1,0.989
11249,TP53,HMGB1,1,0.615
11250,TP53,HRAS,1,0.966
11251,TP53,HSP90AB1,-1,0.733
11252,TP53,HSPA8,-1,0.855
11253,TP53,HTT,1,0.977
11254,TP53,ID2,1,0.655
11255,TP53,IER3,-1,0.34
11256,TP53,IGFBP3,1,0.981
11257,TP53,IRF5,1,0.955
11258,TP53,KAT2B,1,0.992
11259,TP53,LATS2,1,0.364
11260,TP53,LIF,1,0.941
11261,TP53,MAD1L1,-1,0.522
11262,TP53,MAPK3,-1,0.971
11263,TP53,MDM4,1,0.999
11264,TP53,MET,1,0.965
11265,TP53,MLH1,1,0.984
11266,TP53,MMP2,1,0.982
11267,TP53,MSH2,1,0.987
11268,TP53,NFKB2,1,0.678
11269,TP53,NLRC4,1,0.948
11270,TP53,NR3C1,-1,0.719
11271,TP53,PADI4,1,0.678
11272,TP53,PCNA,1,0.994
11273,TP53,PIDD1,1,0.965
11274,TP53,PLAGL1,1,0.947
11275,TP53,PLK2,-1,0.961
11276,TP53,PLK3,1,0.978
11277,TP53,PMAIP1,1,0.984
11278,TP53,PML,1,0.967
11279,TP53,PMS2,1,0.96
11280,TP53,PPM1D,1,0.845
11281,TP53,PRC1,-1,0.408
11282,TP53,PRKAB1,1,0.952
11283,TP53,PTEN,1,0.996
11284,TP53,PTGS2,1,0.912
11285,TP53,PTK2,-1,0.888
11286,TP53,PYCARD,1,0.917
11287,TP53,RB1,1,0.996
11288,TP53,RCHY1,1,0.983
11289,TP53,RGS16,1,0.229
11290,TP53,RPS6KA1,1,0.504
11291,TP53,RRM2B,1,0.98
11292,TP53,S100A4,1,0.787
11293,TP53,S100B,-1,0.774
11294,TP53,SERPINE1,1,0.973
11295,TP53,SFN,1,0.979
11296,TP53,SH2D1A,1,0.912
11297,TP53,SIAH1,1,0.64
11298,TP53,STEAP3,1,0.951
11299,TP53,TAF1,-1,0.982
11300,TP53,TGFA,1,0.941
11301,TP53,TNFRSF10A,1,0.983
11302,TP53,TNFRSF10B,1,0.982
11303,TP53,TNFRSF10C,1,0.959
11304,TP53,TP53AIP1,1,0.964
11305,TP53,TP53INP1,1,0.982
11306,TP53,TP63,1,0.942
11307,TP53,TP73,1,0.942
11308,TP53,TRAF4,1,0.171
11309,TP53,TSC2,1,0.976
11310,TP53,TYRP1,1,0.935
11311,TP53,UBB,1,0.951
11312,TP53,VDR,1,0.951
11313,TP53,VRK1,1,0.735
11314,TP53,VRK2,1,0.44
11315,TP53,WRN,-1,0.981
11316,TP53,XPC,1,0.817
11317,TP53,GPX1,1,0.936
11318,TP53,NOS3,-1,0.723
11319,TP53,VCAN,1,0.955
11320,TP53,DNMT1,-1,0.875
11321,TP53,ODC1,1,0.539
11322,TP53,ZNF148,-1,0.696
11323,TP53,CHMP4C,1,0.437
11324,TP53,BCL2L14,1,0.918
11325,TP53,CTSD,1,0.948
11326,TP53,KRT8,1,0.698
11327,TP53,SERPINB5,1,0.971
11328,TP53,HSPA1B,-1,0.605
11329,TP53,PPM1J,1,0.9
11330,TP53,REV3L,1,0.6
11331,TP53,PRDM1,1,0.961
11332,TP53,ACTA2,1,0.591
11333,TP53,ADGRB1,1,0.62
11334,TP53,AIFM2,1,0.93
11335,TP53,ANLN,-1,0.183
11336,TP53,CCNK,1,0.912
11337,TP53,CD82,1,0.964
11338,TP53,CRYZ,-1,0.439
11339,TP53,DDIT4,1,0.961
11340,TP53,GML,1,0.245
11341,TP53,NDRG1,1,0.961
11342,TP53,NFYA,-1,0.952
11343,TP53,NFYB,-1,0.967
11344,TP53,P2RX6,1,0.357
11345,TP53,P4HA2,1,0.195
11346,TP53,PCBP4,1,0.957
11347,TP53,PERP,1,0.965
11348,TP53,POLK,-1,0.227
11349,TP53,RABGGTA,1,0.9
11350,TP53,RGCC,1,0.955
11351,TP53,RNF144B,1,0.911
11352,TP53,RPS27L,1,0.938
11353,TP53,RRM2,1,0.739
11354,TP53,S100A6,-1,0.757
11355,TP53,SCD,-1,0.206
11356,TP53,SCN3B,1,0.902
11357,TP53,SESN1,1,0.961
11358,TP53,SHISA5,1,0.541
11359,TP53,TAP1,1,0.173
11360,TP53,TIGAR,1,0.972
11361,TP53,TP53I3,1,0.968
11362,TP53,TRIAP1,1,0.96
11363,TP53,TRIM22,1,0.165
11364,TP53,UBD,-1,0.515
11365,TP53AIP1,CYCS,1,0.276
11366,TP53BP1,E2F1,-1,0.434
11367,TP53BP1,HDAC4,1,0.573
11368,TP53BP1,PAXIP1,1,0.993
11369,TP53BP1,TP53,1,0.986
11370,TP53INP1,GABARAP,1,0.385
11371,TP53INP1,GABARAPL2,1,0.417
11372,TP53INP1,MAP1LC3A,1,0.358
11373,TP53INP1,MAP1LC3B,1,0.178
11374,TP53INP2,GABARAP,1,0.521
11375,TP53INP2,GABARAPL2,1,0.483
11376,TP53INP2,MAP1LC3A,1,0.46
11377,TP53RK,TP53,1,0.959
11378,TP63,ATM,1,0.287
11379,TP63,PRKCD,1,0.399
11380,TP63,YAP1,-1,0.38
11381,TP73,BBC3,1,0.311
11382,TP73,FAS,1,0.906
11383,TP73,PML,1,0.379
11384,TP73,TP53,-1,0.942
11385,TP73,TP53INP1,1,0.186
11386,TP73,TP63,1,0.987
11387,TPPP,SNCA,1,0.476
11388,TPR,MAD1L1,1,0.76
11389,TPR,NXF1,1,0.98
11390,TRADD,BIRC2,1,0.974
11391,TRADD,CASP8,1,0.997
11392,TRADD,FADD,1,0.994
11393,TRADD,RIPK1,1,0.994
11394,TRADD,TNF,-1,0.992
11395,TRADD,TRAF1,1,0.976
11396,TRADD,TRAF5,1,0.922
11397,TRAF1,TICAM1,-1,0.514
11398,TRAF1,TNFRSF1B,-1,0.984
11399,TRAF1,TRAF2,1,0.992
11400,TRAF2,BIRC2,1,0.985
11401,TRAF2,BIRC3,1,0.997
11402,TRAF2,CASP8,1,0.989
11403,TRAF2,CHUK,1,0.968
11404,TRAF2,DAB2IP,1,0.864
11405,TRAF2,IKBKB,1,0.972
11406,TRAF2,MAP3K1,1,0.983
11407,TRAF2,MAP3K7,1,0.944
11408,TRAF2,MAP4K2,1,0.936
11409,TRAF2,MAP4K3,1,0.9
11410,TRAF2,MAP4K5,1,0.97
11411,TRAF2,MAPK9,1,0.959
11412,TRAF2,MTOR,1,0.441
11413,TRAF2,NR2C2,1,0.36
11414,TRAF2,RELA,1,0.937
11415,TRAF2,RIPK1,1,0.992
11416,TRAF2,SMURF2,1,0.38
11417,TRAF2,TNFRSF1B,-1,0.975
11418,TRAF2,TNIK,1,0.933
11419,TRAF2,TRAF1,1,0.992
11420,TRAF2,UBE2N,1,0.484
11421,TRAF3,TBK1,1,0.986
11422,TRAF3,TNFRSF13C,-1,0.98
11423,TRAF4,MAP3K4,1,0.701
11424,TRAF5,CD40,-1,0.855
11425,TRAF6,AKT1,1,0.968
11426,TRAF6,AKT3,1,0.193
11427,TRAF6,BECN1,1,0.476
11428,TRAF6,ECSIT,1,0.961
11429,TRAF6,IKBKB,1,0.974
11430,TRAF6,IRAK1,1,0.998
11431,TRAF6,IRF5,1,0.933
11432,TRAF6,IRF7,1,0.985
11433,TRAF6,MAP2K6,1,0.96
11434,TRAF6,MAP3K5,1,0.959
11435,TRAF6,MAP3K7,1,0.999
11436,TRAF6,MAPK14,1,0.956
11437,TRAF6,MAPK8,1,0.978
11438,TRAF6,MYB,-1,0.447
11439,TRAF6,NR2C2,1,0.677
11440,TRAF6,NTRK1,-1,0.887
11441,TRAF6,TAB1,1,0.986
11442,TRAF6,TAB3,1,0.973
11443,TRAF6,TNFRSF11A,1,0.959
11444,TRAF6,UBE2N,1,0.986
11445,TRAF6,NFKBIA,1,0.951
11446,TRAF6,MALT1,1,0.966
11447,TRAF6,UBE2V1,1,0.968
11448,TRAF7,MAP3K3,1,0.689
11449,TRAM1,TICAM1,1,0.38
11450,TRIB3,AKT1,-1,0.954
11451,TRIB3,AKT2,-1,0.947
11452,TRIB3,PRKCD,1,0.162
11453,TRIM11,MED15,-1,0.689
11454,TRIM11,PHOX2B,-1,0.518
11455,TRIM21,GMPS,-1,0.325
11456,TRIM24,AR,1,0.571
11457,TRIM24,TP53,-1,0.833
11458,TRIM25,IFIH1,1,0.951
11459,TRIM25,SFN,1,0.883
11460,TRIM27,RB1,-1,0.459
11461,TRIM27,PIK3C2B,-1,0.363
11462,TRIM28,E2F1,1,0.934
11463,TRIM28,HDAC1,-1,0.954
11464,TRIM28,MYC,-1,0.927
11465,TRIM28,NR3C1,1,0.417
11466,TRIM28,SETDB1,1,0.709
11467,TRIM28,SIRT1,-1,0.938
11468,TRIM28,STAT3,-1,0.667
11469,TRIM28,TP53,1,0.952
11470,TRIM28,CHD3,1,0.468
11471,TRIM33,SMAD2,1,0.954
11472,TRIM33,SMAD3,1,0.95
11473,TRIM33,SMAD4,1,0.958
11474,TRIM41,PRKCB,1,0.325
11475,TRIM8,SOCS1,-1,0.81
11476,TRIO,RAC1,1,0.977
11477,TRIO,RHOA,1,0.985
11478,TRIP11,THRA,1,0.382
11479,TRIP11,THRB,1,0.37
11480,TRIP12,UBE2D1,1,0.977
11481,TRIP6,RIPK2,1,0.901
11482,TRPC1,GRM1,-1,0.697
11483,TRPC1,PKD2,1,0.866
11484,TRPC1,TRPC5,1,0.942
11485,TRPC1,TRPV4,1,0.842
11486,TRPC1,TRPC6,-1,0.94
11487,TRPC1,TRPV6,-1,0.797
11488,TRPC5,TRPC1,1,0.942
11489,TRPC5,TRPC6,-1,0.939
11490,TRPM6,TRPM7,1,0.878
11491,TRPM7,ANXA1,1,0.782
11492,TRPM7,EEF2K,1,0.285
11493,TRPM7,TRPM6,1,0.878
11494,TRPV4,PKD2,1,0.712
11495,TRPV4,TRPC1,1,0.842
11496,TRRAP,MYC,1,0.96
11497,TRRAP,TP53,-1,0.593
11498,TSC1,MAPKAP1,1,0.943
11499,TSC1,MLST8,1,0.962
11500,TSC1,RHEB,-1,0.998
11501,TSC1,RICTOR,1,0.985
11502,TSC1,TSC2,1,0.999
11503,TSC2,MAPKAP1,1,0.946
11504,TSC2,MLST8,1,0.973
11505,TSC2,RICTOR,1,0.98
11506,TSC22D3,NFKB1,-1,0.47
11507,TSC22D3,NFKB2,-1,0.401
11508,TSC22D3,RAF1,-1,0.961
11509,TSC22D3,RELA,-1,0.441
11510,TSG101,CDKN1A,-1,0.672
11511,TSG101,DAXX,1,0.656
11512,TSG101,VPS28,-1,0.999
11513,TSLP,CRLF2,1,0.997
11514,TSLP,STAT5A,1,0.798
11515,TSSK4,CREB1,1,0.809
11516,TTBK1,CDK5,1,0.261
11517,TTBK1,MAPT,-1,0.417
11518,TTC1,HSPA1A,1,0.452
11519,TTF2,CDC5L,1,0.425
11520,TTK,ABL1,-1,0.296
11521,TTK,CHEK2,1,0.347
11522,TTK,PRC1,-1,0.911
11523,TTK,TACC2,1,0.403
11524,TTK,TP53,1,0.547
11525,TTK,CDCA8,1,0.958
11526,TTL,TUBA1A,-1,0.533
11527,TTL,TUBA4A,-1,0.533
11528,TTL,TUBA1B,-1,0.533
11529,TTL,TUBA1C,-1,0.533
11530,TTL,TUBA3E,-1,0.324
11531,TTL,TUBA8,-1,0.324
11532,TTN,TCAP,1,0.99
11533,TTR,APOA1,1,0.8
